content,casefolding,text_clean,stopword,stemmed
"I regret updating my app and will not be renewing my paid sub. Don't believe the ""free learning"" claim, they are doing everything they can to make learning impossible for free users. And in my paid tier that's ""ad free"", there's tons of ads for the highest tier. In my path I have to constantly skip over AI video calls I can't access. All you get with the highest tier is bad AI explanations that don't explain anything, and AI video calls. And they got rid of the forums that were actually helpful!","i regret updating my app and will not be renewing my paid sub. don't believe the ""free learning"" claim, they are doing everything they can to make learning impossible for free users. and in my paid tier that's ""ad free"", there's tons of ads for the highest tier. in my path i have to constantly skip over ai video calls i can't access. all you get with the highest tier is bad ai explanations that don't explain anything, and ai video calls. and they got rid of the forums that were actually helpful!", regret updating my app and will not be renewing my paid sub dont believe the free learning claim they are doing everything they can to make learning impossible for free users and in my paid tier thats ad free theres tons of ads for the highest tier in my path  have to constantly skip over ai video calls  cant access all you get with the highest tier is bad ai explanations that dont explain anything and ai video calls and they got rid of the forums that were actually helpful,regret updating app renewing paid sub dont believe free learning claim everything make learning impossible free users paid tier thats ad free theres tons ads highest tier path constantly skip ai video calls cant access get highest tier bad ai explanations dont explain anything ai video calls got rid forums actually helpful,regret updat app renew paid sub dont believ free learn claim everyth make learn imposs free user paid tier that ad free there ton ad highest tier path constantli skip ai video call cant access get highest tier bad ai explan dont explain anyth ai video call got rid forum actual help
"Update 2025 - I've used Duolingo for 7 years and paid for the premium version and been extremely happy with it until recently. I'm now constantly prompted to purchase an upgrade for Max or the Family version, even though I pay for Duolingo to not get ads. I'm not quite fluent in Spanish yet, but I'm close, and really enjoy what I've learned from Duolingo. However, I don't advise paying for it considering you'll get ads whether you pay for it or not.","update 2025 - i've used duolingo for 7 years and paid for the premium version and been extremely happy with it until recently. i'm now constantly prompted to purchase an upgrade for max or the family version, even though i pay for duolingo to not get ads. i'm not quite fluent in spanish yet, but i'm close, and really enjoy what i've learned from duolingo. however, i don't advise paying for it considering you'll get ads whether you pay for it or not.",update ive used duolingo for years and paid for the premium version and been extremely happy with it until recently im now constantly prompted to purchase an upgrade for max or the family version even though  pay for duolingo to not get ads im not quite fluent in spanish yet but im close and really enjoy what ive learned from duolingo however  dont advise paying for it considering youll get ads whether you pay for it or not,update ive used duolingo years paid premium version extremely happy recently im constantly prompted purchase upgrade max family version even though pay duolingo get ads im quite fluent spanish yet im close really enjoy ive learned duolingo however dont advise paying considering youll get ads whether pay,updat ive use duolingo year paid premium version extrem happi recent im constantli prompt purchas upgrad max famili version even though pay duolingo get ad im quit fluent spanish yet im close realli enjoy ive learn duolingo howev dont advis pay consid youll get ad whether pay
"I've got a 2+ year streak and climbing. love the notification to remind me and the streak freezes for if I forget. You can pay or use for free and can still learn. My only negative is, I wish the ""teaching"" aspect was more in depth. At times the cues for which spellings to use can get confusing in the example texts. I've run across a few moments where I'm taught a word one way and then it changes it completely in another lesson, and not just for formal or informal or gender switches.","i've got a 2+ year streak and climbing. love the notification to remind me and the streak freezes for if i forget. you can pay or use for free and can still learn. my only negative is, i wish the ""teaching"" aspect was more in depth. at times the cues for which spellings to use can get confusing in the example texts. i've run across a few moments where i'm taught a word one way and then it changes it completely in another lesson, and not just for formal or informal or gender switches.",ive got  year streak and climbing love the notification to remind me and the streak freezes for if  forget you can pay or use for free and can still learn my only negative is  wish the teaching aspect was more in depth at times the cues for which spellings to use can get confusing in the example texts ive run across  few moments where im taught  word one way and then it changes it completely in another lesson and not just for formal or informal or gender switches,ive got year streak climbing love notification remind streak freezes forget pay use free still learn negative wish teaching aspect depth times cues spellings use get confusing example texts ive run across moments im taught word one way changes completely another lesson formal informal gender switches,ive got year streak climb love notif remind streak freez forget pay use free still learn neg wish teach aspect depth time cue spell use get confus exampl text ive run across moment im taught word one way chang complet anoth lesson formal inform gender switch
I give it a four-star because it's a very great learning system for kids and you can learn a bunch of different languages but there is sometimes lag and if you accepted notifications they will give you a notification every day which things your phone so it gets very annoying. but overall I very much like this app I definitely recommend.,i give it a four-star because it's a very great learning system for kids and you can learn a bunch of different languages but there is sometimes lag and if you accepted notifications they will give you a notification every day which things your phone so it gets very annoying. but overall i very much like this app i definitely recommend., give it  fourstar because its  very great learning system for kids and you can learn  bunch of different languages but there is sometimes lag and if you accepted notifications they will give you  notification every day which things your phone so it gets very annoying but overall  very much like this app  definitely recommend,give fourstar great learning system kids learn bunch different languages sometimes lag accepted notifications give notification every day things phone gets annoying overall much like app definitely recommend,give fourstar great learn system kid learn bunch differ languag sometim lag accept notif give notif everi day thing phone get annoy overal much like app definit recommend
"pretty disappointed that I can't practice to earn hearts anymore. At first, it was practice as many lessons until hearts are full again. Then it only let me earn one heart at a time. Now I have to watch an ad to earn a heart, which defeats the purpose of the app. Lots of changes keep being made to make the experience less beneficial for the free users.","pretty disappointed that i can't practice to earn hearts anymore. at first, it was practice as many lessons until hearts are full again. then it only let me earn one heart at a time. now i have to watch an ad to earn a heart, which defeats the purpose of the app. lots of changes keep being made to make the experience less beneficial for the free users.",pretty disappointed that  cant practice to earn hearts anymore at first it was practice as many lessons until hearts are full again then it only let me earn one heart at  time now  have to watch an ad to earn  heart which defeats the purpose of the app lots of changes keep being made to make the experience less beneficial for the free users,pretty disappointed cant practice earn hearts anymore first practice many lessons hearts full let earn one heart time watch ad earn heart defeats purpose app lots changes keep made make experience less beneficial free users,pretti disappoint cant practic earn heart anymor first practic mani lesson heart full let earn one heart time watch ad earn heart defeat purpos app lot chang keep made make experi less benefici free user
"You're on your own to figure out what several words mean and what articles to use when. What's worse is you will be penalized for not knowing. Duolingo will explain it to you for a fee as watching the advertisements is not enough. I could also do without the constant nagging about rankings. I want to learn a language, not enter a daily competition on who got the most points. You will learn the basics, sort of, but unless you pay for premium, you're not going to get very far","you're on your own to figure out what several words mean and what articles to use when. what's worse is you will be penalized for not knowing. duolingo will explain it to you for a fee as watching the advertisements is not enough. i could also do without the constant nagging about rankings. i want to learn a language, not enter a daily competition on who got the most points. you will learn the basics, sort of, but unless you pay for premium, you're not going to get very far",youre on your own to figure out what several words mean and what articles to use when whats worse is you will be penalized for not knowing duolingo will explain it to you for  fee as watching the advertisements is not enough  could also do without the constant nagging about rankings  want to learn  language not enter  daily competition on who got the most points you will learn the basics sort of but unless you pay for premium youre not going to get very far,youre figure several words mean articles use whats worse penalized knowing duolingo explain fee watching advertisements enough could also without constant nagging rankings want learn language enter daily competition got points learn basics sort unless pay premium youre going get far,your figur sever word mean articl use what wors penal know duolingo explain fee watch advertis enough could also without constant nag rank want learn languag enter daili competit got point learn basic sort unless pay premium your go get far
"Duolingo has changed my life! I make a joke ""Duolingo is like a father to me"" because of how much it checked on me and the fact that I don't actually have a dad LOL! I even ended up working for duolingo a few years ago and now I'm on a 3 year duolingo Streak. I don't think it's the best way to learn a language still, but it's getting better with every update. For example, they have way more inside of the Spanish course than the japanese or chinese. I hope to have calls in those courses soon!💚","duolingo has changed my life! i make a joke ""duolingo is like a father to me"" because of how much it checked on me and the fact that i don't actually have a dad lol! i even ended up working for duolingo a few years ago and now i'm on a 3 year duolingo streak. i don't think it's the best way to learn a language still, but it's getting better with every update. for example, they have way more inside of the spanish course than the japanese or chinese. i hope to have calls in those courses soon!💚",duolingo has changed my life  make  joke duolingo is like  father to me because of how much it checked on me and the fact that  dont actually have  dad lol  even ended up working for duolingo  few years ago and now im on  year duolingo streak  dont think its the best way to learn  language still but its getting better with every update for example they have way more inside of the spanish course than the japanese or chinese  hope to have calls in those courses soon,duolingo changed life make joke duolingo like father much checked fact dont actually dad lol even ended working duolingo years ago im year duolingo streak dont think best way learn language still getting better every update example way inside spanish course japanese chinese hope calls courses soon,duolingo chang life make joke duolingo like father much check fact dont actual dad lol even end work duolingo year ago im year duolingo streak dont think best way learn languag still get better everi updat exampl way insid spanish cours japanes chines hope call cours soon
"I have never been great with learning languages and have tried several different times. Duolingo does a great job of gamifying the learning, providing a formatted plan to follow, and being habit-forming which is super important for learning something new. This is the most success I have ever found in learning a new language.","i have never been great with learning languages and have tried several different times. duolingo does a great job of gamifying the learning, providing a formatted plan to follow, and being habit-forming which is super important for learning something new. this is the most success i have ever found in learning a new language.", have never been great with learning languages and have tried several different times duolingo does  great job of gamifying the learning providing  formatted plan to follow and being habitforming which is super important for learning something new this is the most success  have ever found in learning  new language,never great learning languages tried several different times duolingo great job gamifying learning providing formatted plan follow habitforming super important learning something new success ever found learning new language,never great learn languag tri sever differ time duolingo great job gamifi learn provid format plan follow habitform super import learn someth new success ever found learn new languag
"I would give them a negative number if possible! NEVER pay their subscription fee because they will continue to steal your money. I cancelled my Duolingo Max subscription, and no longer have access, and they have continued to bill me and refuse to refund my money. I contact them month after month and it continues to happen and they refuse to refund.","i would give them a negative number if possible! never pay their subscription fee because they will continue to steal your money. i cancelled my duolingo max subscription, and no longer have access, and they have continued to bill me and refuse to refund my money. i contact them month after month and it continues to happen and they refuse to refund.", would give them  negative number if possible never pay their subscription fee because they will continue to steal your money  cancelled my duolingo max subscription and no longer have access and they have continued to bill me and refuse to refund my money  contact them month after month and it continues to happen and they refuse to refund,would give negative number possible never pay subscription fee continue steal money cancelled duolingo max subscription longer access continued bill refuse refund money contact month month continues happen refuse refund,would give neg number possibl never pay subscript fee continu steal money cancel duolingo max subscript longer access continu bill refus refund money contact month month continu happen refus refund
Unfortunately the app clashes with my keyboard and makes typing an answer almost impossible. the keyboard now covers the app and I can't see what I'm writing . this is new with the update . please fix it. I am a paying subscriber for more than 2 years. I tried to update my keyboard and then I actually changed the keyboard app and the problem is still the same . this was never a problem before this new duo app update so I can only assume it has to do with Duolingo,unfortunately the app clashes with my keyboard and makes typing an answer almost impossible. the keyboard now covers the app and i can't see what i'm writing . this is new with the update . please fix it. i am a paying subscriber for more than 2 years. i tried to update my keyboard and then i actually changed the keyboard app and the problem is still the same . this was never a problem before this new duo app update so i can only assume it has to do with duolingo,unfortunately the app clashes with my keyboard and makes typing an answer almost impossible the keyboard now covers the app and  cant see what im writing this is new with the update please fix it  am  paying subscriber for more than years  tried to update my keyboard and then  actually changed the keyboard app and the problem is still the same this was never  problem before this new duo app update so  can only assume it has to do with duolingo,unfortunately app clashes keyboard makes typing answer almost impossible keyboard covers app cant see im writing new update please fix paying subscriber years tried update keyboard actually changed keyboard app problem still never problem new duo app update assume duolingo,unfortun app clash keyboard make type answer almost imposs keyboard cover app cant see im write new updat pleas fix pay subscrib year tri updat keyboard actual chang keyboard app problem still never problem new duo app updat assum duolingo
this language learning app is great and really engaging is one of my favorites and one of the only ones that keeps me engaged there's just one small problem on the directions it's an exercise where it gives you half the word and you have to type the other half and then get it wrong. my suggestion is make the instructions clearer,this language learning app is great and really engaging is one of my favorites and one of the only ones that keeps me engaged there's just one small problem on the directions it's an exercise where it gives you half the word and you have to type the other half and then get it wrong. my suggestion is make the instructions clearer,this language learning app is great and really engaging is one of my favorites and one of the only ones that keeps me engaged theres just one small problem on the directions its an exercise where it gives you half the word and you have to type the other half and then get it wrong my suggestion is make the instructions clearer,language learning app great really engaging one favorites one ones keeps engaged theres one small problem directions exercise gives half word type half get wrong suggestion make instructions clearer,languag learn app great realli engag one favorit one one keep engag there one small problem direct exercis give half word type half get wrong suggest make instruct clearer
"Duolingo is a great learning platform. It is engaging and fun. I really like how each level reviews the last level introducing new words and concepts while building on the others. The Max family plan is worth $$. I'm currently at 126 days in a row, unit 3 and already I'm understanding more out in real world Spanish conversations. ¡A mis nietos también les encanta!","duolingo is a great learning platform. it is engaging and fun. i really like how each level reviews the last level introducing new words and concepts while building on the others. the max family plan is worth $$. i'm currently at 126 days in a row, unit 3 and already i'm understanding more out in real world spanish conversations. ¡a mis nietos también les encanta!",duolingo is  great learning platform it is engaging and fun  really like how each level reviews the last level introducing new words and concepts while building on the others the max family plan is worth im currently at days in  row unit and already im understanding more out in real world spanish conversations  mis nietos tambin les encanta,duolingo great learning platform engaging fun really like level reviews last level introducing new words concepts building others max family plan worth im currently days row unit already im understanding real world spanish conversations mis nietos tambin les encanta,duolingo great learn platform engag fun realli like level review last level introduc new word concept build other max famili plan worth im current day row unit alreadi im understand real world spanish convers mi nieto tambin le encanta
"This was a good app a few years ago when I first downloaded it. However, they've degraded themselves to be overtaken by a new bottom line. Ads upon ads, and more consistent push to upgrade to ""Max"" benefits through an earned paywall is unsettling. the only benefit from this is to their pockets, instead of your education. What a shame","this was a good app a few years ago when i first downloaded it. however, they've degraded themselves to be overtaken by a new bottom line. ads upon ads, and more consistent push to upgrade to ""max"" benefits through an earned paywall is unsettling. the only benefit from this is to their pockets, instead of your education. what a shame",this was  good app  few years ago when  first downloaded it however theyve degraded themselves to be overtaken by  new bottom line ads upon ads and more consistent push to upgrade to max benefits through an earned paywall is unsettling the only benefit from this is to their pockets instead of your education what  shame,good app years ago first downloaded however theyve degraded overtaken new bottom line ads upon ads consistent push upgrade max benefits earned paywall unsettling benefit pockets instead education shame,good app year ago first download howev theyv degrad overtaken new bottom line ad upon ad consist push upgrad max benefit earn paywal unsettl benefit pocket instead educ shame
"I would give 3-4 stars, but the settings suck and are very limited. They might be minor but it adds up and not worth the yearly subscription. Will not be renewing unless things improve with the settings and they stop taking away the options such a dark mode, deleting the avatar, also using the double xp when I have more time vs it turning on automatically, etc.","i would give 3-4 stars, but the settings suck and are very limited. they might be minor but it adds up and not worth the yearly subscription. will not be renewing unless things improve with the settings and they stop taking away the options such a dark mode, deleting the avatar, also using the double xp when i have more time vs it turning on automatically, etc.", would give stars but the settings suck and are very limited they might be minor but it adds up and not worth the yearly subscription will not be renewing unless things improve with the settings and they stop taking away the options such  dark mode deleting the avatar also using the double xp when  have more time vs it turning on automatically etc,would give stars settings suck limited might minor adds worth yearly subscription renewing unless things improve settings stop taking away options dark mode deleting avatar also using double xp time vs turning automatically etc,would give star set suck limit might minor add worth yearli subscript renew unless thing improv set stop take away option dark mode delet avatar also use doubl xp time vs turn automat etc
"its simple and although, you might be new to the languages, it gives you time to figure things out. even on a timer it seems fun & daring and they help by giving you honest correction. the speech device is hard but only because I am Hispanic with a parable-like voice. so speaking it fluently will take a bit but I do enjoy the app so far. that is my fair & honest critic of it. is it worth the super subscription? absolutely.","its simple and although, you might be new to the languages, it gives you time to figure things out. even on a timer it seems fun & daring and they help by giving you honest correction. the speech device is hard but only because i am hispanic with a parable-like voice. so speaking it fluently will take a bit but i do enjoy the app so far. that is my fair & honest critic of it. is it worth the super subscription? absolutely.",its simple and although you might be new to the languages it gives you time to figure things out even on  timer it seems fun daring and they help by giving you honest correction the speech device is hard but only because  am hispanic with  parablelike voice so speaking it fluently will take  bit but  do enjoy the app so far that is my fair honest critic of it is it worth the super subscription absolutely,simple although might new languages gives time figure things even timer seems fun daring help giving honest correction speech device hard hispanic parablelike voice speaking fluently take bit enjoy app far fair honest critic worth super subscription absolutely,simpl although might new languag give time figur thing even timer seem fun dare help give honest correct speech devic hard hispan parablelik voic speak fluentli take bit enjoy app far fair honest critic worth super subscript absolut
"I have super duolingo and every time I try to practice my words it says ""an error occurred. Try again later"" but it's been days. Not only that, but I'm supposed to be able to listen to the words when clicking on the sound icon but that doesn't work either. Why pay for super if I can't use any of the super features?! Please fix this issue.","i have super duolingo and every time i try to practice my words it says ""an error occurred. try again later"" but it's been days. not only that, but i'm supposed to be able to listen to the words when clicking on the sound icon but that doesn't work either. why pay for super if i can't use any of the super features?! please fix this issue.", have super duolingo and every time  try to practice my words it says an error occurred try again later but its been days not only that but im supposed to be able to listen to the words when clicking on the sound icon but that doesnt work either why pay for super if  cant use any of the super features please fix this issue,super duolingo every time try practice words says error occurred try later days im supposed able listen words clicking sound icon doesnt work either pay super cant use super features please fix issue,super duolingo everi time tri practic word say error occur tri later day im suppos abl listen word click sound icon doesnt work either pay super cant use super featur pleas fix issu
Great way to learn another language. You just have to stick with it. they've made it where it doesn't explain why or how it's the wrong word anymore. the quality of the app has gone down for the free version. I have logged in daily for the past few days and it bring my streak saying I hadn't been on Tuesday? you might check the glitch in your system.,great way to learn another language. you just have to stick with it. they've made it where it doesn't explain why or how it's the wrong word anymore. the quality of the app has gone down for the free version. i have logged in daily for the past few days and it bring my streak saying i hadn't been on tuesday? you might check the glitch in your system.,great way to learn another language you just have to stick with it theyve made it where it doesnt explain why or how its the wrong word anymore the quality of the app has gone down for the free version  have logged in daily for the past few days and it bring my streak saying  hadnt been on tuesday you might check the glitch in your system,great way learn another language stick theyve made doesnt explain wrong word anymore quality app gone free version logged daily past days bring streak saying hadnt tuesday might check glitch system,great way learn anoth languag stick theyv made doesnt explain wrong word anymor qualiti app gone free version log daili past day bring streak say hadnt tuesday might check glitch system
"frequently crashes. Can't add up earned points correctly, simple math but it fails. long periods where it sticks. learning is frustrating on this app. we are going to compare other apps, this one has gone downhill, appears owners are greedy for more money and want to put less effort (expense) into maintenance and improving.","frequently crashes. can't add up earned points correctly, simple math but it fails. long periods where it sticks. learning is frustrating on this app. we are going to compare other apps, this one has gone downhill, appears owners are greedy for more money and want to put less effort (expense) into maintenance and improving.",frequently crashes cant add up earned points correctly simple math but it fails long periods where it sticks learning is frustrating on this app we are going to compare other apps this one has gone downhill appears owners are greedy for more money and want to put less effort expense into maintenance and improving,frequently crashes cant add earned points correctly simple math fails long periods sticks learning frustrating app going compare apps one gone downhill appears owners greedy money want put less effort expense maintenance improving,frequent crash cant add earn point correctli simpl math fail long period stick learn frustrat app go compar app one gone downhil appear owner greedi money want put less effort expens mainten improv
"I've been pretty dedicated to my streak for 180 days, almost 6 months. There was an update where now if you mess up a lesson you have to watch 5 ads for your life back rather than the do a ""refresher"" lesson and you still get your daily streak done but you did your best. They've completely gotten rid of it, I've gotten to the point where I'm considering deleting because rather than it being a free language learning app that cares about you learning and getting better, it's become a paywall","i've been pretty dedicated to my streak for 180 days, almost 6 months. there was an update where now if you mess up a lesson you have to watch 5 ads for your life back rather than the do a ""refresher"" lesson and you still get your daily streak done but you did your best. they've completely gotten rid of it, i've gotten to the point where i'm considering deleting because rather than it being a free language learning app that cares about you learning and getting better, it's become a paywall",ive been pretty dedicated to my streak for days almost months there was an update where now if you mess up  lesson you have to watch ads for your life back rather than the do  refresher lesson and you still get your daily streak done but you did your best theyve completely gotten rid of it ive gotten to the point where im considering deleting because rather than it being  free language learning app that cares about you learning and getting better its become  paywall,ive pretty dedicated streak days almost months update mess lesson watch ads life back rather refresher lesson still get daily streak done best theyve completely gotten rid ive gotten point im considering deleting rather free language learning app cares learning getting better become paywall,ive pretti dedic streak day almost month updat mess lesson watch ad life back rather refresh lesson still get daili streak done best theyv complet gotten rid ive gotten point im consid delet rather free languag learn app care learn get better becom paywal
I have had this app for two years and the recent changes to XP boosts drive me crazy. It doesn't feel fair anymore. it used to work that you could basically have XP boost and as long as you kept finishing lessons. now the triple XP boost doesn't even last long enough to finish the first quest to refill the timer.,i have had this app for two years and the recent changes to xp boosts drive me crazy. it doesn't feel fair anymore. it used to work that you could basically have xp boost and as long as you kept finishing lessons. now the triple xp boost doesn't even last long enough to finish the first quest to refill the timer., have had this app for two years and the recent changes to xp boosts drive me crazy it doesnt feel fair anymore it used to work that you could basically have xp boost and as long as you kept finishing lessons now the triple xp boost doesnt even last long enough to finish the first quest to refill the timer,app two years recent changes xp boosts drive crazy doesnt feel fair anymore used work could basically xp boost long kept finishing lessons triple xp boost doesnt even last long enough finish first quest refill timer,app two year recent chang xp boost drive crazi doesnt feel fair anymor use work could basic xp boost long kept finish lesson tripl xp boost doesnt even last long enough finish first quest refil timer
"I find the Duolingo app really helpful for learning words and phrases, there is something in the multi-phase (speak, listen, write, repeat) that is more effective than other apps. The problem with this app is that I am more interested in speaking than writing. It would be great to have a 'slow down' option. Some days, four or more words are introduced, on top of other new introductions. When this is coupled with Pinyin that is written without spaces between words, it can be too much.","i find the duolingo app really helpful for learning words and phrases, there is something in the multi-phase (speak, listen, write, repeat) that is more effective than other apps. the problem with this app is that i am more interested in speaking than writing. it would be great to have a 'slow down' option. some days, four or more words are introduced, on top of other new introductions. when this is coupled with pinyin that is written without spaces between words, it can be too much.", find the duolingo app really helpful for learning words and phrases there is something in the multiphase speak listen write repeat that is more effective than other apps the problem with this app is that  am more interested in speaking than writing it would be great to have  slow down option some days four or more words are introduced on top of other new introductions when this is coupled with pinyin that is written without spaces between words it can be too much,find duolingo app really helpful learning words phrases something multiphase speak listen write repeat effective apps problem app interested speaking writing would great slow option days four words introduced top new introductions coupled pinyin written without spaces words much,find duolingo app realli help learn word phrase someth multiphas speak listen write repeat effect app problem app interest speak write would great slow option day four word introduc top new introduct coupl pinyin written without space word much
"an app that can really grab your attention and an easy to use app with honest translations. sad have to pay for better and faster learning, but hey, they gotta earn somehow right to keep it running. I like the silly little stuff the burb/burd/bird/avian does. it's cartoonish but cute and sweet at the same time. plan on learning more than one language with this application.","an app that can really grab your attention and an easy to use app with honest translations. sad have to pay for better and faster learning, but hey, they gotta earn somehow right to keep it running. i like the silly little stuff the burb/burd/bird/avian does. it's cartoonish but cute and sweet at the same time. plan on learning more than one language with this application.",an app that can really grab your attention and an easy to use app with honest translations sad have to pay for better and faster learning but hey they gotta earn somehow right to keep it running  like the silly little stuff the burbburdbirdavian does its cartoonish but cute and sweet at the same time plan on learning more than one language with this application,app really grab attention easy use app honest translations sad pay better faster learning hey got ta earn somehow right keep running like silly little stuff burbburdbirdavian cartoonish cute sweet time plan learning one language application,app realli grab attent easi use app honest translat sad pay better faster learn hey got ta earn somehow right keep run like silli littl stuff burbburdbirdavian cartoonish cute sweet time plan learn one languag applic
"Terrible for Chinese. They speak way too fast, insufficient explanation of words, and now it's started introducing new words with no translation or pronunciation, so you are just randomly guessing with no idea of why you got something right or wrong. Far too many new words introduced at the same time. I was on the super plan, but moved to the ""Hello Chinese"" app.","terrible for chinese. they speak way too fast, insufficient explanation of words, and now it's started introducing new words with no translation or pronunciation, so you are just randomly guessing with no idea of why you got something right or wrong. far too many new words introduced at the same time. i was on the super plan, but moved to the ""hello chinese"" app.",terrible for chinese they speak way too fast insufficient explanation of words and now its started introducing new words with no translation or pronunciation so you are just randomly guessing with no idea of why you got something right or wrong far too many new words introduced at the same time  was on the super plan but moved to the hello chinese app,terrible chinese speak way fast insufficient explanation words started introducing new words translation pronunciation randomly guessing idea got something right wrong far many new words introduced time super plan moved hello chinese app,terribl chines speak way fast insuffici explan word start introduc new word translat pronunci randomli guess idea got someth right wrong far mani new word introduc time super plan move hello chines app
"I love this app, I've been using it for 4.5 years now. I've learned a lot and am proud of my streak (1645 days and counting!) but in the last month or two i haven't been getting ANY notifications. I pay for super duo. I want to get my early bird and night owl notifications, all my notifications have been on and are still on but I am not getting anything anymore. please fix! I don't want to lose my streak because I forgot because I didn't get a notification. :(","i love this app, i've been using it for 4.5 years now. i've learned a lot and am proud of my streak (1645 days and counting!) but in the last month or two i haven't been getting any notifications. i pay for super duo. i want to get my early bird and night owl notifications, all my notifications have been on and are still on but i am not getting anything anymore. please fix! i don't want to lose my streak because i forgot because i didn't get a notification. :(", love this app ive been using it for years now ive learned  lot and am proud of my streak days and counting but in the last month or two  havent been getting any notifications  pay for super duo  want to get my early bird and night owl notifications all my notifications have been on and are still on but  am not getting anything anymore please fix  dont want to lose my streak because  forgot because  didnt get  notification,love app ive using years ive learned lot proud streak days counting last month two havent getting notifications pay super duo want get early bird night owl notifications notifications still getting anything anymore please fix dont want lose streak forgot didnt get notification,love app ive use year ive learn lot proud streak day count last month two havent get notif pay super duo want get earli bird night owl notif notif still get anyth anymor pleas fix dont want lose streak forgot didnt get notif
"I feel like I'm really learning Chinese! The app gives me plenty of opportunity to hear the words spoken by multiple different voices, and it also allows me to try and speak the language myself. Plus, I feel like there is some great focus on learning the hanzi. And it does all this while making the learning fun! It's great!","i feel like i'm really learning chinese! the app gives me plenty of opportunity to hear the words spoken by multiple different voices, and it also allows me to try and speak the language myself. plus, i feel like there is some great focus on learning the hanzi. and it does all this while making the learning fun! it's great!", feel like im really learning chinese the app gives me plenty of opportunity to hear the words spoken by multiple different voices and it also allows me to try and speak the language myself plus  feel like there is some great focus on learning the hanzi and it does all this while making the learning fun its great,feel like im really learning chinese app gives plenty opportunity hear words spoken multiple different voices also allows try speak language plus feel like great focus learning hanzi making learning fun great,feel like im realli learn chines app give plenti opportun hear word spoken multipl differ voic also allow tri speak languag plu feel like great focu learn hanzi make learn fun great
"it's more about just memorizing than learning, they removed the explanations so you're only learning by repeating the same mistakes and memorizing the correct version without understanding it. They removed the introduction of words and will just throw them into a lesson which only hurts your lesson score which you have to repeat. The free version is terrible but the premium isn't much different besides you can endlessly make mistakes. There is no AI learning tool like it advertised or anything","it's more about just memorizing than learning, they removed the explanations so you're only learning by repeating the same mistakes and memorizing the correct version without understanding it. they removed the introduction of words and will just throw them into a lesson which only hurts your lesson score which you have to repeat. the free version is terrible but the premium isn't much different besides you can endlessly make mistakes. there is no ai learning tool like it advertised or anything",its more about just memorizing than learning they removed the explanations so youre only learning by repeating the same mistakes and memorizing the correct version without understanding it they removed the introduction of words and will just throw them into  lesson which only hurts your lesson score which you have to repeat the free version is terrible but the premium isnt much different besides you can endlessly make mistakes there is no ai learning tool like it advertised or anything,memorizing learning removed explanations youre learning repeating mistakes memorizing correct version without understanding removed introduction words throw lesson hurts lesson score repeat free version terrible premium isnt much different besides endlessly make mistakes ai learning tool like advertised anything,memor learn remov explan your learn repeat mistak memor correct version without understand remov introduct word throw lesson hurt lesson score repeat free version terribl premium isnt much differ besid endlessli make mistak ai learn tool like advertis anyth
"The improvements to this app have been excellent. However, I read that there is a subscription level called Duolingo Max, but it doesn’t appear to be available on my app. After reading the features within the Max level subscription, I would much like to try it out. Until then, keep up the good work!","the improvements to this app have been excellent. however, i read that there is a subscription level called duolingo max, but it doesn’t appear to be available on my app. after reading the features within the max level subscription, i would much like to try it out. until then, keep up the good work!",the improvements to this app have been excellent however  read that there is  subscription level called duolingo max but it doesnt appear to be available on my app after reading the features within the max level subscription  would much like to try it out until then keep up the good work,improvements app excellent however read subscription level called duolingo max doesnt appear available app reading features within max level subscription would much like try keep good work,improv app excel howev read subscript level call duolingo max doesnt appear avail app read featur within max level subscript would much like tri keep good work
"I learn a lot with this app. I like it a lot, but there are some things that doesn't make sense. Like, if I forgot how to say something, It lets me click on the words in the sentence to translate it, but then click/type in the right words to complete the sentence, it tells me that it's wrong ..it just doesn't make sense.","i learn a lot with this app. i like it a lot, but there are some things that doesn't make sense. like, if i forgot how to say something, it lets me click on the words in the sentence to translate it, but then click/type in the right words to complete the sentence, it tells me that it's wrong ..it just doesn't make sense.", learn  lot with this app  like it  lot but there are some things that doesnt make sense like if  forgot how to say something it lets me click on the words in the sentence to translate it but then clicktype in the right words to complete the sentence it tells me that its wrong it just doesnt make sense,learn lot app like lot things doesnt make sense like forgot say something lets click words sentence translate clicktype right words complete sentence tells wrong doesnt make sense,learn lot app like lot thing doesnt make sens like forgot say someth let click word sentenc translat clicktyp right word complet sentenc tell wrong doesnt make sens
